,BersaljuBesok,SuhuMin,SuhuMax,Suhu9am,Suhu3pm,Penguapan,SinarMatahari,Awan9am,Awan3pm,Kelembaban9am,Kelembaban3pm
60150,0,24.1,32.9,26.2,32.7,6.6,8.8,7.0,5.0,83.0,37.0
60151,0,7.9,13.9,10.5,13.6,1.0,0.0,7.0,7.0,82.0,57.0
60152,0,7.4,16.3,9.9,15.3,0.4,6.9,5.0,6.0,91.0,53.0
60154,0,11.3,14.7,13.5,14.1,2.6,0.3,8.0,8.0,63.0,65.0
60156,0,1.2,13.2,3.7,12.5,1.2,7.0,7.0,2.0,97.0,63.0
60161,1,10.7,22.4,18.1,20.0,8.0,5.5,8.0,7.0,59.0,53.0
60162,0,24.0,33.5,26.4,32.8,1.6,10.6,1.0,2.0,71.0,45.0
60165,0,11.5,18.2,14.0,17.6,3.8,9.3,1.0,3.0,62.0,47.0
60166,0,23.8,29.7,25.6,28.1,7.2,2.4,7.0,7.0,81.0,63.0
60167,0,12.2,26.7,19.1,24.9,8.4,12.8,1.0,2.0,52.0,51.0
60168,0,12.7,29.2,22.5,27.4,6.2,4.1,7.0,7.0,35.0,23.0
60171,0,12.5,23.9,15.8,22.2,1.2,7.4,7.0,7.0,78.0,53.0
60172,0,13.2,18.1,15.5,17.1,4.0,7.4,6.0,1.0,50.0,49.0
60173,0,11.7,16.0,12.4,15.4,4.8,0.5,8.0,7.0,100.0,81.0
60179,0,17.5,31.0,23.6,28.4,10.2,7.8,1.0,6.0,62.0,47.0
60181,1,20.7,27.1,23.8,23.9,6.0,8.8,5.0,6.0,62.0,70.0
60187,0,17.2,20.5,18.5,19.7,1.8,8.3,6.0,7.0,71.0,57.0
60189,0,17.0,29.3,22.0,28.7,4.0,10.1,0.0,1.0,72.0,37.0
60192,0,3.2,23.2,9.5,20.8,2.6,10.7,0.0,0.0,99.0,47.0
60193,0,11.0,31.5,21.8,29.6,9.8,13.5,2.0,3.0,62.0,17.0
60194,0,7.8,16.6,11.6,14.6,4.0,6.4,2.0,7.0,79.0,57.0
60197,0,13.0,25.7,21.5,23.7,5.8,10.0,1.0,3.0,68.0,57.0
60199,1,14.3,23.7,17.4,22.2,8.0,4.2,7.0,7.0,66.0,58.0
60205,0,16.2,22.6,17.1,20.7,2.2,4.9,8.0,7.0,86.0,64.0
60207,0,3.0,13.4,7.5,12.8,2.6,8.0,6.0,7.0,72.0,53.0
60209,0,9.4,18.8,12.8,18.6,2.8,9.0,1.0,1.0,74.0,47.0
60213,1,13.3,15.5,13.5,14.1,7.2,9.1,2.0,7.0,62.0,56.0
60215,0,16.0,25.5,18.3,24.0,10.6,12.3,4.0,2.0,60.0,40.0
60217,0,7.1,21.8,11.7,20.8,1.6,5.8,3.0,6.0,77.0,45.0
60220,0,8.9,33.2,21.5,27.9,7.2,7.7,3.0,7.0,43.0,13.0
60227,1,7.8,14.3,9.4,11.8,2.0,0.1,7.0,7.0,72.0,84.0
60233,1,21.8,28.7,24.4,27.9,5.0,0.2,7.0,7.0,76.0,62.0
60234,0,12.6,20.1,13.6,19.3,4.0,6.6,8.0,3.0,96.0,38.0
60235,0,5.1,15.2,9.7,13.4,1.4,8.8,3.0,2.0,71.0,62.0
60239,0,15.8,31.3,20.6,29.7,7.8,11.3,1.0,1.0,63.0,23.0
60241,1,5.8,17.0,12.0,15.4,4.0,5.1,4.0,6.0,78.0,48.0
60244,0,10.3,24.6,15.6,23.8,5.2,11.3,0.0,1.0,50.0,21.0
60247,0,10.8,25.3,13.3,22.9,6.8,11.0,1.0,6.0,67.0,32.0
60250,0,20.9,33.8,27.9,33.1,10.2,11.8,1.0,5.0,40.0,33.0
60251,0,7.9,17.1,12.1,16.0,3.2,7.2,1.0,3.0,73.0,50.0
60252,0,5.5,16.5,10.0,15.8,3.2,5.3,4.0,7.0,84.0,46.0
60255,0,0.4,18.3,7.0,17.7,2.4,8.5,0.0,3.0,94.0,50.0
60257,0,11.8,26.0,20.0,25.5,6.4,9.7,1.0,4.0,38.0,22.0
60258,1,22.6,31.3,26.7,25.7,8.2,6.6,7.0,7.0,66.0,82.0
60259,0,13.6,29.0,22.0,28.0,7.2,9.3,5.0,3.0,32.0,22.0
60260,0,12.8,25.7,18.9,25.3,3.2,9.1,5.0,6.0,78.0,46.0
60263,0,10.4,27.5,14.1,26.4,5.0,11.6,1.0,2.0,87.0,37.0
60264,1,4.8,13.8,9.5,12.2,2.8,2.7,7.0,7.0,80.0,63.0
60269,0,14.4,21.5,14.5,20.3,13.0,9.0,7.0,1.0,97.0,44.0
60272,0,11.6,18.8,16.7,17.4,2.6,4.7,2.0,7.0,67.0,66.0
60274,0,7.4,20.1,11.6,17.7,8.4,12.5,0.0,1.0,44.0,23.0
60276,1,13.0,19.4,18.1,14.4,1.6,2.6,7.0,7.0,61.0,87.0
60277,0,24.0,32.5,28.6,31.0,8.4,7.0,5.0,7.0,60.0,56.0
60278,0,18.1,26.9,22.7,25.6,5.2,8.1,4.0,4.0,76.0,56.0
60285,0,16.6,33.2,23.3,31.3,9.4,12.9,0.0,0.0,48.0,30.0
60287,0,14.5,26.2,22.9,24.8,9.4,12.4,2.0,3.0,51.0,46.0
60289,1,10.1,15.2,15.2,15.0,3.4,0.4,8.0,7.0,66.0,45.0
60291,1,13.0,21.4,19.3,16.7,4.2,3.1,5.0,7.0,67.0,90.0
60292,0,11.6,15.3,12.9,15.1,2.2,0.8,7.0,7.0,96.0,78.0
60294,0,22.9,31.6,27.9,29.8,7.0,11.0,3.0,2.0,59.0,49.0
60296,1,25.6,30.2,28.5,28.7,4.0,2.2,6.0,7.0,83.0,82.0
60297,1,25.8,36.2,30.5,34.5,7.0,11.3,2.0,4.0,62.0,38.0
60299,0,21.2,31.2,30.0,26.2,8.8,8.7,5.0,3.0,50.0,55.0
60303,0,11.1,24.5,17.9,22.5,4.2,5.2,3.0,5.0,65.0,53.0
60305,0,19.4,21.7,20.1,20.9,6.8,4.7,6.0,7.0,74.0,66.0
60306,0,25.2,33.0,28.6,31.6,5.2,9.8,7.0,7.0,76.0,64.0
60307,0,14.2,24.3,20.8,22.1,5.2,10.8,2.0,2.0,59.0,56.0
60308,0,12.9,19.1,16.6,17.8,5.4,8.7,7.0,1.0,76.0,73.0
60309,0,9.6,22.2,14.5,21.9,3.2,12.7,1.0,1.0,63.0,41.0
60312,0,8.3,17.8,11.6,17.7,1.8,9.2,1.0,7.0,79.0,49.0
60313,0,20.1,31.9,27.3,30.1,10.6,12.2,2.0,2.0,50.0,47.0
60315,0,18.6,22.8,20.1,21.6,4.2,9.4,3.0,3.0,73.0,62.0
60322,0,9.2,19.2,12.6,18.7,1.4,1.9,8.0,7.0,69.0,43.0
60328,0,4.3,20.5,11.9,20.2,4.6,12.6,1.0,1.0,77.0,48.0
60333,0,9.4,24.0,13.3,22.0,6.6,11.1,1.0,0.0,73.0,36.0
60334,1,6.2,10.1,6.8,9.5,4.2,4.6,7.0,3.0,93.0,67.0
60335,1,15.8,24.8,21.9,23.7,4.0,6.1,2.0,5.0,48.0,42.0
60336,0,13.8,19.8,16.2,18.6,2.0,7.1,5.0,6.0,93.0,70.0
60337,0,18.7,28.8,23.1,26.7,8.0,7.7,7.0,4.0,68.0,57.0
60342,1,11.7,20.1,13.6,18.9,2.0,3.1,7.0,6.0,78.0,55.0
60343,0,21.8,30.8,26.9,29.8,7.6,10.7,1.0,4.0,57.0,55.0
60344,0,18.3,31.5,25.3,31.0,6.8,9.5,7.0,6.0,47.0,31.0
60348,0,19.4,25.4,21.3,22.9,5.2,5.0,6.0,7.0,77.0,66.0
60352,0,12.2,20.8,14.3,20.0,2.4,4.7,6.0,3.0,98.0,61.0
60354,0,8.6,25.4,16.3,24.5,3.2,9.3,0.0,0.0,63.0,43.0
60360,1,24.1,31.7,29.2,30.0,5.8,11.4,3.0,2.0,71.0,65.0
60370,0,10.5,30.0,21.9,29.3,5.8,9.4,3.0,7.0,38.0,16.0
60373,0,8.3,16.0,11.9,15.6,3.2,0.9,7.0,8.0,80.0,40.0
60374,1,22.9,24.2,23.6,23.7,2.0,0.0,8.0,8.0,91.0,98.0
60376,0,18.5,25.6,22.2,25.1,2.6,11.0,6.0,1.0,70.0,54.0
60377,1,12.0,20.6,17.2,18.3,4.4,2.8,7.0,7.0,54.0,64.0
60381,0,3.7,18.1,9.1,16.7,2.8,10.2,1.0,2.0,81.0,48.0
60386,0,9.7,23.9,17.7,22.1,5.0,11.2,3.0,1.0,51.0,23.0
60390,1,14.0,23.3,19.7,21.9,5.2,9.5,2.0,6.0,62.0,59.0
60394,1,19.3,25.8,21.8,24.1,2.8,3.6,8.0,7.0,88.0,79.0
60399,0,16.1,26.7,22.4,25.0,4.2,8.8,4.0,1.0,57.0,58.0
60401,0,13.8,22.0,15.4,21.6,6.2,11.2,7.0,1.0,63.0,49.0
60402,0,24.3,35.4,29.1,30.8,4.0,10.5,1.0,2.0,64.0,69.0
60403,0,15.5,33.7,24.5,31.8,8.0,11.5,2.0,7.0,46.0,29.0
60405,0,16.1,27.8,17.7,27.7,10.0,7.3,6.0,6.0,37.0,16.0
60407,0,22.3,30.5,26.9,29.2,8.4,10.3,4.0,1.0,56.0,46.0
60408,0,13.2,27.6,20.6,26.7,5.6,10.1,1.0,4.0,52.0,30.0
60409,0,15.5,26.2,15.9,24.4,12.4,11.5,1.0,0.0,64.0,32.0
60410,0,20.4,31.2,23.5,30.5,4.4,10.9,1.0,3.0,64.0,42.0
60413,0,15.6,22.1,17.7,19.9,4.2,8.9,2.0,5.0,64.0,50.0
60414,0,6.7,25.9,18.4,22.9,5.0,10.6,1.0,1.0,51.0,51.0
60415,0,21.5,27.2,23.4,26.1,10.2,11.8,5.0,6.0,75.0,59.0
60417,0,20.2,25.3,23.6,23.1,5.4,2.7,7.0,7.0,79.0,84.0
60418,0,10.2,18.3,13.7,16.5,5.0,3.9,7.0,7.0,76.0,57.0
60421,0,12.0,22.5,16.6,20.5,4.0,6.3,5.0,7.0,74.0,64.0
60422,0,22.8,35.6,28.4,35.0,11.0,11.2,1.0,1.0,51.0,16.0
60423,0,11.8,19.5,14.5,18.2,9.4,7.4,0.0,7.0,50.0,44.0
60424,0,4.4,22.8,12.4,22.4,2.0,9.2,0.0,0.0,55.0,25.0
60426,1,6.5,14.2,9.9,13.5,6.0,2.4,1.0,7.0,61.0,74.0
60429,0,7.3,11.5,8.4,10.5,0.2,1.3,8.0,8.0,99.0,83.0
60431,0,12.0,29.9,22.0,29.2,8.6,7.6,7.0,7.0,31.0,15.0
60432,0,13.6,29.3,21.6,25.8,4.6,11.1,0.0,0.0,55.0,49.0
60435,0,13.0,25.8,17.3,24.8,5.8,10.8,5.0,5.0,54.0,21.0
60437,0,9.2,16.1,11.9,15.5,3.4,1.4,8.0,7.0,75.0,57.0
60439,0,21.4,30.0,26.1,28.1,10.6,7.4,6.0,2.0,71.0,57.0
60441,0,5.8,12.6,8.3,12.5,0.2,2.5,7.0,7.0,83.0,69.0
60445,1,7.2,13.8,10.7,9.9,3.0,6.8,3.0,6.0,64.0,76.0
60451,1,15.9,20.6,18.8,19.1,5.8,0.9,8.0,8.0,80.0,84.0
60453,0,5.2,24.1,14.7,23.6,4.0,10.6,0.0,0.0,50.0,28.0
60456,0,6.6,21.1,15.2,20.4,4.8,11.0,0.0,2.0,47.0,28.0
60457,0,6.5,16.8,9.1,15.8,1.0,5.9,7.0,1.0,93.0,60.0
60462,0,11.2,19.4,12.4,19.2,1.2,3.9,8.0,2.0,94.0,46.0
60468,0,21.6,30.9,27.9,29.1,8.8,11.4,4.0,5.0,58.0,53.0
60469,1,19.0,28.0,24.4,26.4,3.6,6.5,2.0,3.0,70.0,58.0
60472,1,24.0,30.6,27.2,29.7,8.0,10.5,5.0,4.0,84.0,67.0
60476,0,7.2,25.6,20.8,22.0,5.0,11.2,0.0,0.0,41.0,46.0
60479,0,13.8,27.0,22.8,24.9,12.0,12.2,2.0,1.0,53.0,40.0
60480,0,27.7,36.0,32.6,35.2,5.6,12.6,7.0,4.0,51.0,48.0
60482,0,12.9,22.9,17.2,21.3,0.4,6.3,5.0,6.0,74.0,62.0
60484,0,10.5,21.4,14.5,20.0,5.4,0.4,7.0,7.0,90.0,69.0
60485,0,3.3,13.3,7.9,12.2,3.0,9.8,2.0,4.0,72.0,52.0
60486,0,8.9,18.4,10.7,17.5,1.0,8.5,4.0,8.0,88.0,60.0
60488,0,19.7,23.0,21.6,22.0,3.4,1.2,7.0,7.0,87.0,82.0
60491,0,20.0,30.3,26.3,28.4,9.6,10.7,6.0,1.0,55.0,49.0
60492,0,14.6,24.9,16.7,24.3,6.2,3.3,8.0,7.0,50.0,26.0
60493,0,19.0,21.2,19.7,19.7,5.2,0.5,7.0,7.0,83.0,74.0
60495,0,0.9,12.9,5.5,12.3,2.0,6.8,7.0,7.0,92.0,53.0
60496,1,12.1,19.0,15.8,18.4,1.8,5.1,7.0,5.0,83.0,46.0
60501,0,11.3,24.4,15.8,23.7,3.0,0.8,4.0,0.0,51.0,77.0
60503,0,3.6,18.6,9.6,18.1,4.8,10.3,0.0,1.0,78.0,33.0
60504,0,4.4,15.3,11.3,14.8,2.2,8.3,3.0,7.0,52.0,34.0
60507,0,8.3,21.5,15.4,20.6,6.6,13.6,3.0,1.0,58.0,31.0
60508,0,19.0,35.2,28.1,33.6,11.8,12.3,0.0,1.0,53.0,34.0
60509,0,13.7,19.7,14.4,18.5,4.0,5.7,7.0,2.0,99.0,54.0
60515,1,25.0,32.5,28.7,31.4,7.4,6.8,7.0,7.0,83.0,61.0
60520,0,11.5,23.2,14.7,21.8,4.0,8.8,6.0,2.0,88.0,55.0
60521,0,10.8,27.0,15.6,25.4,5.8,9.2,6.0,5.0,72.0,25.0
60525,0,24.5,30.9,26.9,30.3,12.0,4.3,7.0,7.0,24.0,36.0
60529,1,7.6,19.4,14.8,19.3,2.8,6.6,4.0,4.0,72.0,51.0
60530,0,11.0,22.3,15.0,21.3,7.2,4.7,4.0,7.0,49.0,33.0
60537,0,4.4,19.6,11.7,18.7,4.8,9.5,4.0,1.0,80.0,49.0
60541,0,23.2,31.1,25.9,30.7,6.8,1.4,7.0,7.0,89.0,71.0
60542,0,5.7,26.5,16.0,24.9,3.4,13.6,3.0,1.0,59.0,33.0
60545,0,8.5,16.7,12.0,15.2,2.2,5.1,3.0,7.0,89.0,70.0
60550,0,8.9,18.3,9.9,15.7,2.0,7.5,7.0,7.0,69.0,64.0
60551,0,18.7,27.3,23.6,24.1,5.0,6.6,1.0,7.0,75.0,75.0
60553,0,9.8,27.2,20.7,26.0,9.2,11.1,0.0,0.0,31.0,18.0
60559,0,14.5,35.0,19.5,34.5,8.8,12.1,2.0,4.0,47.0,9.0
60562,0,9.4,27.1,17.9,26.8,3.2,10.6,1.0,1.0,59.0,29.0
60564,1,9.4,14.8,9.6,13.5,8.0,5.6,8.0,6.0,97.0,62.0
60567,0,11.3,26.4,16.3,25.4,6.6,10.2,7.0,2.0,94.0,53.0
60578,1,7.7,18.1,14.8,13.8,5.2,6.6,8.0,8.0,67.0,80.0
60580,1,23.6,32.3,29.4,31.4,7.0,10.6,5.0,2.0,78.0,64.0
60581,0,16.6,28.4,21.9,27.8,4.0,10.0,1.0,1.0,69.0,39.0
60583,0,12.8,23.9,17.0,22.6,4.8,11.0,0.0,1.0,60.0,34.0
60584,0,11.9,22.0,17.1,19.7,6.2,7.7,7.0,6.0,55.0,49.0
60585,0,6.7,22.6,13.3,21.4,4.6,5.0,7.0,2.0,73.0,44.0
60586,0,8.2,24.2,14.6,23.6,5.0,9.8,7.0,1.0,64.0,32.0
60592,1,8.3,12.3,10.0,9.9,0.4,2.6,7.0,7.0,77.0,91.0
60596,0,9.0,17.9,11.4,16.9,1.4,6.4,6.0,1.0,87.0,63.0
60598,0,18.3,22.9,20.5,21.5,4.2,10.2,3.0,5.0,64.0,63.0
60600,0,17.6,38.0,26.0,37.0,11.6,12.0,1.0,4.0,42.0,27.0
60601,0,17.9,28.9,24.4,27.5,4.4,8.5,1.0,4.0,63.0,54.0
60605,0,3.5,17.9,10.5,15.9,3.8,5.1,8.0,7.0,65.0,40.0
60615,1,5.7,12.9,9.7,10.6,2.2,4.0,5.0,7.0,72.0,70.0
60616,1,8.0,21.7,17.8,19.6,2.8,5.4,2.0,5.0,40.0,81.0
60628,0,23.3,29.9,26.4,29.1,7.0,1.1,7.0,7.0,69.0,63.0
60629,0,17.6,34.6,20.8,33.7,12.8,12.9,0.0,0.0,48.0,16.0
60630,1,5.0,19.5,11.9,18.6,4.2,10.6,1.0,7.0,59.0,37.0
60632,0,9.6,15.2,9.7,14.2,1.8,2.0,7.0,7.0,73.0,58.0
60634,0,17.9,25.5,21.4,24.2,10.4,12.9,4.0,3.0,46.0,47.0
60638,0,10.5,27.8,19.3,27.2,6.0,12.5,5.0,1.0,36.0,24.0
60639,1,8.8,17.2,11.6,17.1,3.4,1.8,7.0,5.0,43.0,33.0
60642,0,12.3,32.1,26.2,31.8,12.0,12.5,0.0,0.0,24.0,16.0
60643,0,6.4,18.1,11.3,16.0,2.4,0.8,7.0,7.0,90.0,69.0
60648,1,10.3,15.1,12.9,12.8,1.6,4.3,7.0,7.0,69.0,71.0
60650,1,9.9,13.6,10.4,12.5,1.6,0.2,8.0,8.0,93.0,80.0
60658,1,21.7,27.9,24.3,26.3,7.2,9.3,5.0,3.0,76.0,56.0
60662,1,10.9,17.2,12.3,13.8,4.2,0.0,8.0,8.0,95.0,89.0
60665,0,16.6,27.9,24.4,26.4,6.6,7.5,3.0,5.0,64.0,50.0
60666,0,19.9,26.4,23.0,20.2,8.0,3.7,3.0,8.0,61.0,78.0
60667,1,16.3,22.9,17.9,18.8,4.6,2.0,8.0,7.0,79.0,89.0
60669,1,12.0,20.0,18.4,14.6,9.4,1.0,7.0,8.0,63.0,91.0
60670,0,16.8,31.6,23.2,30.6,11.8,13.4,0.0,0.0,43.0,15.0
60672,0,16.8,29.2,24.4,26.8,5.2,10.7,3.0,1.0,62.0,72.0
60674,0,11.9,24.7,19.3,23.6,4.8,12.4,4.0,4.0,74.0,55.0
60679,0,15.3,25.9,20.4,24.9,10.2,13.2,1.0,3.0,60.0,50.0
60687,0,20.5,30.8,27.2,30.1,7.4,11.9,4.0,1.0,64.0,48.0
60688,0,9.7,26.9,15.4,25.1,7.0,8.1,1.0,7.0,69.0,32.0
60690,1,20.4,25.3,22.5,24.7,5.0,2.6,6.0,7.0,73.0,69.0
60691,0,9.9,13.0,10.4,11.7,1.6,2.1,7.0,7.0,85.0,88.0
60693,1,6.1,13.2,9.1,12.5,1.6,6.2,7.0,2.0,85.0,64.0
60694,1,17.4,35.3,24.7,32.6,6.8,5.6,7.0,7.0,44.0,24.0
60696,0,12.0,28.5,19.9,26.7,6.4,11.7,1.0,1.0,26.0,23.0
60697,1,8.0,18.6,14.7,17.3,4.0,9.2,7.0,1.0,50.0,37.0
60698,0,6.5,16.3,12.1,14.2,4.2,9.9,5.0,6.0,67.0,47.0
60702,0,24.9,29.7,27.3,28.6,6.0,3.0,7.0,7.0,66.0,62.0
60703,0,20.1,29.7,26.4,29.1,8.6,8.7,4.0,5.0,65.0,61.0
60705,0,6.8,20.3,13.5,19.3,1.8,9.0,1.0,6.0,52.0,36.0
60707,0,26.1,32.0,29.4,31.2,11.0,12.5,2.0,1.0,59.0,44.0
60708,1,18.2,27.7,26.1,26.9,7.8,10.5,7.0,6.0,53.0,56.0
60710,0,3.8,14.6,7.6,13.8,4.0,10.3,2.0,3.0,65.0,34.0
60711,1,26.7,34.5,29.9,33.8,8.0,7.9,3.0,3.0,67.0,44.0
60717,0,15.5,25.8,20.2,22.3,7.4,10.2,2.0,3.0,62.0,57.0
60718,0,13.0,19.0,17.0,18.0,5.2,8.4,7.0,6.0,55.0,52.0
60724,0,12.2,24.3,16.8,23.1,6.2,8.7,7.0,7.0,70.0,53.0
60731,0,2.7,14.8,12.3,14.1,3.6,6.1,6.0,8.0,61.0,58.0
60733,0,18.6,28.8,24.5,26.1,5.0,10.1,1.0,7.0,60.0,63.0
60734,0,3.1,17.6,9.5,15.9,4.4,8.0,1.0,2.0,76.0,51.0
60740,0,6.3,15.1,9.5,13.4,1.8,8.1,2.0,6.0,78.0,50.0
60741,0,11.7,16.1,13.3,16.0,0.6,0.5,7.0,7.0,79.0,75.0
60744,0,25.0,33.8,29.2,32.9,7.6,11.2,5.0,4.0,67.0,38.0
60750,0,8.6,20.2,13.1,18.5,1.8,10.1,1.0,1.0,54.0,62.0
60751,0,11.1,22.5,15.6,21.5,3.8,11.0,4.0,1.0,63.0,43.0
60754,0,6.2,18.3,10.6,17.0,2.2,7.3,6.0,2.0,68.0,42.0
60758,0,5.7,12.4,9.3,11.9,1.0,0.0,8.0,7.0,78.0,69.0
60760,0,18.1,29.8,20.7,28.1,11.4,12.7,1.0,1.0,40.0,16.0
60763,1,19.4,23.8,21.8,23.5,5.2,1.5,8.0,8.0,84.0,75.0
60764,0,10.4,22.6,12.8,22.2,3.6,7.5,1.0,1.0,87.0,54.0
60768,0,11.0,19.5,14.8,18.6,1.8,6.1,7.0,4.0,69.0,61.0
60769,0,15.4,25.5,20.7,24.2,5.6,10.8,4.0,1.0,61.0,45.0
60773,1,12.1,26.9,18.6,26.2,8.0,2.5,6.0,8.0,86.0,44.0
60774,0,12.2,18.6,15.6,16.6,4.0,11.3,8.0,8.0,67.0,48.0
60775,0,17.6,28.2,22.0,26.5,3.8,7.4,6.0,5.0,69.0,52.0
60776,0,11.1,17.6,14.2,16.6,5.6,8.0,6.0,2.0,48.0,38.0
60777,0,15.6,21.7,17.3,17.9,3.4,0.0,8.0,7.0,83.0,87.0
60778,0,15.5,32.1,21.8,31.8,9.4,13.3,1.0,2.0,45.0,24.0
60779,0,5.0,15.0,6.6,13.7,1.0,7.2,3.0,7.0,85.0,55.0
60780,0,20.1,30.9,27.1,28.8,9.0,12.3,2.0,1.0,49.0,42.0
60784,0,19.4,24.5,20.2,23.4,9.8,9.7,1.0,4.0,77.0,63.0
60790,0,12.0,24.1,18.1,23.0,4.4,10.2,1.0,1.0,64.0,54.0
60792,0,0.8,16.0,10.8,14.9,5.0,11.1,1.0,2.0,71.0,34.0
60794,1,18.3,21.2,20.7,20.1,10.0,1.1,6.0,8.0,83.0,79.0
60795,1,14.6,17.6,15.6,16.0,1.8,0.6,8.0,7.0,93.0,94.0
60802,1,7.3,16.4,13.3,14.6,2.2,8.6,3.0,3.0,66.0,57.0
60803,0,10.6,17.1,12.2,15.7,1.4,1.6,8.0,8.0,86.0,56.0
60805,0,20.7,28.1,23.7,26.3,8.0,10.1,1.0,1.0,62.0,53.0
60807,1,14.3,19.1,14.5,11.6,6.4,8.1,5.0,6.0,93.0,88.0
60808,0,7.2,15.7,13.5,15.4,2.2,2.2,7.0,7.0,74.0,67.0
60810,0,-0.9,13.6,3.2,13.3,1.0,5.0,1.0,2.0,97.0,44.0
60811,0,12.6,17.3,13.6,16.7,2.4,11.5,7.0,5.0,61.0,51.0
60814,0,15.7,26.9,23.1,25.3,7.0,10.8,4.0,1.0,56.0,45.0
60815,0,6.8,21.6,11.8,19.1,4.0,11.1,0.0,1.0,74.0,36.0
60817,0,19.6,29.8,22.0,28.9,6.8,6.5,7.0,7.0,84.0,23.0
60820,0,6.1,20.2,13.3,19.8,3.0,10.3,1.0,0.0,54.0,27.0
60821,1,14.9,20.5,17.3,18.5,2.8,2.7,7.0,7.0,75.0,66.0
60823,0,17.7,26.2,22.9,25.7,5.6,9.9,5.0,1.0,66.0,48.0
60824,0,4.0,15.0,9.9,13.7,2.8,6.3,8.0,6.0,80.0,65.0
60826,0,9.0,24.9,17.0,23.9,12.4,13.3,1.0,0.0,28.0,15.0
60831,0,18.6,31.0,24.1,30.5,6.6,11.2,3.0,1.0,59.0,30.0
60840,0,4.6,13.5,8.9,11.8,2.2,3.0,7.0,7.0,71.0,57.0
60842,0,25.9,33.6,30.5,33.1,5.8,9.6,7.0,6.0,74.0,62.0
60843,0,11.1,24.0,18.5,21.4,7.2,12.4,0.0,1.0,45.0,40.0
60845,0,14.5,30.2,25.4,29.6,8.2,7.4,8.0,8.0,54.0,23.0
60846,0,17.8,24.9,22.7,22.0,4.0,9.3,3.0,5.0,69.0,72.0
60849,1,23.3,29.0,24.8,27.6,11.0,2.4,7.0,6.0,91.0,62.0
60851,0,20.6,30.1,26.6,28.9,6.0,10.5,1.0,1.0,65.0,59.0
60853,0,18.8,29.5,24.7,25.4,10.6,10.5,1.0,6.0,48.0,52.0
60854,0,17.6,30.6,20.9,29.7,9.0,11.2,2.0,1.0,32.0,14.0
60855,1,22.7,29.8,26.5,26.7,3.2,2.2,6.0,7.0,82.0,84.0
60857,0,14.9,27.6,18.8,27.0,8.0,8.7,5.0,7.0,44.0,33.0
60862,1,14.1,16.8,14.6,16.2,4.2,0.0,8.0,8.0,93.0,93.0
60864,0,17.6,24.1,21.8,23.0,8.4,11.5,5.0,5.0,47.0,47.0
60872,1,8.3,14.7,10.3,14.3,1.4,7.6,4.0,6.0,87.0,71.0
60874,1,7.2,11.7,8.3,9.3,4.4,7.5,6.0,7.0,60.0,62.0
60876,0,25.8,34.3,30.5,33.8,5.0,11.6,2.0,1.0,70.0,52.0
60878,0,17.7,30.7,27.1,28.1,12.0,11.8,1.0,1.0,48.0,46.0
60886,0,23.6,32.9,30.2,31.1,8.6,12.5,1.0,1.0,53.0,62.0
60890,0,4.9,21.8,11.7,21.4,2.0,12.6,1.0,1.0,79.0,48.0
60892,0,19.8,27.7,24.0,26.9,10.2,12.0,1.0,1.0,57.0,47.0
60894,0,3.9,15.0,9.1,13.9,1.4,8.8,1.0,5.0,87.0,61.0
60896,1,7.9,19.7,13.4,18.7,3.0,7.1,5.0,3.0,81.0,54.0
60898,1,13.7,22.2,15.9,20.5,5.0,4.5,7.0,6.0,72.0,53.0
60901,0,22.4,32.8,29.2,31.4,2.4,6.1,7.0,3.0,55.0,64.0
60903,1,25.2,30.0,27.8,24.8,3.8,1.4,7.0,7.0,78.0,95.0
60904,0,7.6,30.1,15.3,29.0,4.0,11.1,0.0,0.0,56.0,7.0
60920,1,17.5,25.7,23.0,22.0,8.8,5.0,7.0,8.0,53.0,72.0
60926,0,13.7,25.9,17.3,23.5,10.4,10.6,1.0,2.0,59.0,41.0
60928,1,18.0,34.9,22.2,33.1,9.2,9.9,1.0,6.0,68.0,29.0
60929,0,16.4,32.3,23.8,31.6,6.4,13.1,1.0,4.0,60.0,26.0
60930,0,12.2,30.6,21.3,27.7,6.4,8.1,1.0,6.0,46.0,28.0
60934,0,1.4,15.5,2.6,14.8,1.8,8.9,1.0,2.0,100.0,64.0
60935,1,20.0,29.2,23.4,24.8,12.2,11.9,5.0,6.0,69.0,60.0
60937,0,23.4,29.1,25.6,28.7,3.8,2.3,7.0,7.0,83.0,66.0
60942,0,8.4,14.5,11.0,13.9,2.0,1.3,7.0,7.0,90.0,64.0
60944,0,20.8,32.1,28.1,31.5,5.6,12.2,1.0,1.0,54.0,49.0
60946,0,18.2,33.7,21.9,30.8,8.0,12.9,2.0,3.0,58.0,27.0
60949,0,24.7,31.5,27.3,29.8,8.0,8.2,7.0,2.0,74.0,61.0
60950,0,2.9,19.3,11.2,18.3,3.4,10.3,0.0,1.0,77.0,41.0
60951,0,6.4,19.7,12.6,18.0,2.0,6.9,2.0,5.0,69.0,44.0
60953,0,20.0,30.4,21.6,26.7,6.0,9.4,7.0,1.0,92.0,69.0
60955,0,20.8,27.4,22.2,26.6,6.2,9.7,7.0,1.0,49.0,42.0
60956,0,5.8,17.4,9.5,16.0,3.2,9.5,1.0,1.0,50.0,32.0
60959,1,13.1,18.4,16.6,17.7,5.2,9.7,1.0,2.0,58.0,50.0
